area,tecnologia,defecto,causa,division,proyecto,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE ARRANCADO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE DE CABEZA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE EQUIVOCADO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE GIRADO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CONTAMINACION,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CORTOS,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,DESPLAZADOS,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,DIAGNOSTICO EXHAUSTIVO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,FALTANTES,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,GOLDEN OBSOLETA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,INSERCION MANUAL INCOMPLETA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,INSUFICIENCIA SOLDADURA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,MATERIAL FUERA DE ESPECIFICACION,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,PIN ELEVADO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,POLARIDAD INVERTIDA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,TOMBSTONE,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,UNIDAD CAIDA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,UNIDAD GOLPEADA,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,OBSOLESCENCIA,MATERIAL OSBOLETO,MAQUINA,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,CONTAMINACION,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTE ARRANCADO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTE FRACTURADO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,EXCESO DE PASS-COUNT,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,FALLA DE ICT,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,GOLDEN OBSOLETA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,MAL FLUJO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,PRUEBAS DE INGENIERIA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,SET UP,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,SIN INTERLOCKING,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,SIN PRUEBA ANTERIOR,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD CAIDA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD GOLPEADA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD MAL COLOCADA EN FIXTURA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,BROCA O DISCO DAÑADO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COBRE EXPUESTO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE ARRANCADO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE FRACTURADO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,CORTE FUERA DE GUIA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,DESPANELIZADAS SIN DATOS DE AOI,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,FALLA DE PROGRAMA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MAL CORTE,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MATERIAL FUERA DE ESPECIFICACION,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PANEL QUEBRADO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PRUEBAS DE INGENIERIA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,SET UP,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD CAIDA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD GOLPEADA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,APLICACION DE GRASA,AGUJAS DOBLADAS,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,APLICACION DE GRASA,DISPENSADOR DESCALIBRADO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,APLICACION DE GRASA,MATERIAL FUERA DE ESPECIFICACION,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,APLICACION DE GRASA,PRUEBAS DE INGENIERIA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,APLICACION DE GRASA,UNIDAD CAIDA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,APLICACION DE GRASA,UNIDAD GOLPEADA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,DESPLAZADO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,EXCESO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,INSUFICIENCIA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,LACA EN AREA NO PERMITIDA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,MAL MANEJO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,MATERIAL FUERA DE ESPECIFICACION,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,PRUEBA DE INGENIERIA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,SET UP,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LAQUEADO,UNIDAD CAIDA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,GOLDEN OBSOLETA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,MATERIAL FUERA DE ESPECIFICACION,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,PESTAÑAS DOBLADAS,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,SET UP,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,UNIDAD ABIERTA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,UNIDAD CAIDA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CERRADO,UNIDAD GOLPEADA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,COMPONENTE ARRANCADO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,DEFECTO DE PROVEEDOR,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,ETIQUETA DUPLICADA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,GOLDEN OBSOLETA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,HOUSING EQUIVOCADO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,MAL ENSAMBLE,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,MAL MANEJO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,MATERIAL FUERA DE ESPECIFICACION,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,PESTAÑA DAÑADA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,PINES DAÑADOS,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,PRUEBAS DE INGENIERIA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,TAPA DAÑADA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,UNIDAD CAIDA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,UNIDAD GOLPEADA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,COBRE EXPUESTO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,DEFECTO DE PROVEEDOR,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,DOBLE MARCADO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,INFORMACION INCORRECTA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,LASER DESPLAZADO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,LASER QUEMADO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,LASER TENUE,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,MATERIAL FUERA DE ESPECIFICACION,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,PRUEBAS DE INGENIERIA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,SERIAL DUPLICADO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,UNIDAD CAIDA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,UNIDAD GOLPEADA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,LASER MARKING,UNIDADES SIN LASER,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CURADO,UNIDAD GOLPEADA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,CURADO,UNIDAD CAIDA AL PISO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,DAÑO POR FIXTURA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,EXCESO DE PRUEBAS,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,GOLDEN OBSOLETA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,KIT INCOMPLETO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,MATERIAL FUERA DE ESPECIFICACION,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PRUEBA DE INGENIERIA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SET UP,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SIN EVIDENCIA DE PIN,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD CAIDA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD CORRUPTA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD GOLPEADA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD MAL COLOCADA EN FIXTURA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),DAÑO POR FIXTURA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),EXCESO DE PRUEBAS,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),FALLA 220 MASK ERROR,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),FALLA SYNC COUNTER EN EOL,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),GOLDEN OBSOLETA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),MATERIAL FUERA DE ESPECIFICACION,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),PRUEBA DE INGENIERIA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),UNIDAD CAIDA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),UNIDAD CORRUPTA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),UNIDAD GOLPEADA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,FLASHING (Test Software),UNIDAD MAL COLOCADA EN FIXTURA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,ADICIONALES,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CANTO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE ARRANCADO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE DE CABEZA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE EQUIVOCADO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE GIRADO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CONTAMINACION,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CORTOS,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,DESPLAZADOS,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,DIAGNOSTICO EXHAUSTIVO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,FALTANTES,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,GOLDEN OBSOLETA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,INSERCION MANUAL INCOMPLETA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,INSUFICIENCIA SOLDADURA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,MATERIAL FUERA DE ESPECIFICACION,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,PIN ELEVADO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,POLARIDAD INVERTIDA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,TOMBSTONE,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,UNIDAD CAIDA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,UNIDAD GOLPEADA,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,OBSOLESCENCIA,MATERIAL OSBOLETO,PROVEDOR,B&S,PEPS PK Lincoln Embrace,
BACKEND/ENSAMBLE FINAL,ICT,CONTAMINACION,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTE ARRANCADO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTE FRACTURADO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,EXCESO DE PASS-COUNT,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,FALLA DE ICT,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,GOLDEN OBSOLETA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,MAL FLUJO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,PRUEBAS DE INGENIERIA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,SET UP,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,SIN INTERLOCKING,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,SIN PRUEBA ANTERIOR,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD CAIDA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD GOLPEADA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD MAL COLOCADA EN FIXTURA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,BROCA O DISCO DAÑADO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COBRE EXPUESTO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE ARRANCADO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE FRACTURADO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,CORTE FUERA DE GUIA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,DESPANELIZADAS SIN DATOS DE AOI,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,FALLA DE PROGRAMA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MAL CORTE,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MATERIAL FUERA DE ESPECIFICACION,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PANEL QUEBRADO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PRUEBAS DE INGENIERIA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,SET UP,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD CAIDA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,UNIDAD GOLPEADA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),FALTA DE PIN,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),PIN CON REBABA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),PIN DOBLADO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),PIN ELEVADO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),PIN MAL COLOCADO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),UNIDAD CAIDA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,INSERCION DE PINES (UMG y EBERHARD),UNIDAD GOLPEADA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,DESPLAZADO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,EXCESO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,INSUFICIENCIA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,LACA EN AREA NO PERMITIDA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,MAL MANEJO,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,MATERIAL FUERA DE ESPECIFICACION,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,PRUEBA DE INGENIERIA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,SET UP,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,UNIDAD CAIDA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,GOLDEN OBSOLETA,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,MATERIAL FUERA DE ESPECIFICACION,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,PESTAÑAS DOBLADAS,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,SET UP,MANO DE OBRA,B&S,NISSAN KEY FOB 5TH BUNDLE,
