area,tecnologia,defecto,division,causa,proyecto,division
SMD,SIPLACE,PANEL QUEBRADO,B&S,MANO DE OBRA,BCM,B&S
SMD,SIPLACE,PANEL QUEBRADO,B&S,MAQUINA,BCM,B&S
SMD,SIPLACE,PANEL QUEBRADO,B&S,METODO,BCM,B&S
SMD,SIPLACE,PANEL QUEMADO,B&S,MANO DE OBRA,BCM,B&S
SMD,SIPLACE,PANEL QUEMADO,B&S,MAQUINA,BCM,B&S
SMD,SIPLACE,PANEL QUEMADO,B&S,METODO,BCM,B&S
SMD,SIPLACE,PASTA ALTA,B&S,MANO DE OBRA,BCM,B&S
SMD,SIPLACE,PASTA ALTA,B&S,MAQUINA,BCM,B&S
SMD,SIPLACE,PASTA ALTA,B&S,METODO,BCM,B&S
SMD,SIPLACE,PASTA SIN REFLUIR,B&S,MANO DE OBRA,BCM,B&S
SMD,SIPLACE,PASTA SIN REFLUIR,B&S,MAQUINA,BCM,B&S
SMD,SIPLACE,PASTA SIN REFLUIR,B&S,METODO,BCM,B&S
SMD,SIPLACE,PIN ELEVADO,B&S,MANO DE OBRA,BCM,B&S
SMD,SIPLACE,PIN ELEVADO,B&S,MAQUINA,BCM,B&S
SMD,SIPLACE,PIN ELEVADO,B&S,METODO,BCM,B&S
SMD,SIPLACE,PIN ELEVADO,B&S,PROVEEDOR,BCM,B&S
SMD,SIPLACE,POLARIDAD INVERTIDA,B&S,MANO DE OBRA,BCM,B&S
SMD,SIPLACE,POLARIDAD INVERTIDA,B&S,MAQUINA,BCM,B&S
SMD,SIPLACE,POLARIDAD INVERTIDA,B&S,METODO,BCM,B&S
SMD,SIPLACE,POLARIDAD INVERTIDA,B&S,PROVEEDOR,BCM,B&S
SMD,SIPLACE,TOMBSTONE,B&S,MANO DE OBRA,BCM,B&S
SMD,SIPLACE,TOMBSTONE,B&S,MAQUINA,BCM,B&S
SMD,SIPLACE,TOMBSTONE,B&S,METODO,BCM,B&S
SMD,SIPLACE,UNIDAD CAIDA AL PISO,B&S,MANO DE OBRA,BCM,B&S
SMD,SIPLACE,UNIDAD CAIDA AL PISO,B&S,METODO,BCM,B&S
SMD,SIPLACE,UNIDAD DE PRUEBA,B&S,METODO,BCM,B&S
SMD,SIPLACE,UNIDAD QUEMADA,B&S,MANO DE OBRA,BCM,B&S
SMD,SIPLACE,UNIDAD QUEMADA,B&S,MAQUINA,BCM,B&S
SMD,SIPLACE,UNIDAD QUEMADA,B&S,METODO,BCM,B&S
SMD,SIPLACE,UNIDADES CAIDAS EN HORNO,B&S,MANO DE OBRA,BCM,B&S
SMD,SIPLACE,UNIDADES CAIDAS EN HORNO,B&S,MAQUINA,BCM,B&S
SMD,SIPLACE,UNIDADES CAIDAS EN HORNO,B&S,METODO,BCM,B&S
WHSE,002,CADUCO,B&S,MANO DE OBRA,BCM,B&S
WHSE,002,CADUCO,B&S,METODO,BCM,B&S
WHSE,002,CADUCO,B&S,PROVEEDOR,BCM,B&S
WHSE,002,CAMBIO DE INGENIERIA,B&S,METODO,BCM,B&S
WHSE,002,DAÑADO POR TRANSPORTE,B&S,METODO,BCM,B&S
WHSE,002,DAÑADO POR TRANSPORTE,B&S,PROVEEDOR,BCM,B&S
WHSE,002,DERRAME,B&S,MANO DE OBRA,BCM,B&S
WHSE,002,DERRAME,B&S,METODO,BCM,B&S
WHSE,002,DERRAME,B&S,PROVEEDOR,BCM,B&S
WHSE,002,DERRAME POR TRANSPORTE,B&S,MANO DE OBRA,BCM,B&S
WHSE,002,DERRAME POR TRANSPORTE,B&S,METODO,BCM,B&S
WHSE,002,DERRAME POR TRANSPORTE,B&S,PROVEEDOR,BCM,B&S
WHSE,002,GOLPEADO,B&S,MANO DE OBRA,BCM,B&S
WHSE,002,GOLPEADO,B&S,METODO,BCM,B&S
WHSE,002,GOLPEADO,B&S,PROVEEDOR,BCM,B&S
WHSE,002,MAL MANEJO DE ALMACEN,B&S,MANO DE OBRA,BCM,B&S
WHSE,002,MAL MANEJO DE ALMACEN,B&S,METODO,BCM,B&S
WHSE,002,MATERIAL DAÑADO,B&S,MANO DE OBRA,BCM,B&S
WHSE,002,MATERIAL DAÑADO,B&S,METODO,BCM,B&S
WHSE,002,MATERIAL DAÑADO,B&S,PROVEEDOR,BCM,B&S
WHSE,002,MOJADO,B&S,MANO DE OBRA,BCM,B&S
WHSE,002,MOJADO,B&S,METODO,BCM,B&S
WHSE,002,MOJADO,B&S,PROVEEDOR,BCM,B&S
WHSE,002,OBSOLETO,B&S,MANO DE OBRA,BCM,B&S
WHSE,002,OBSOLETO,B&S,METODO,BCM,B&S
WHSE,002,SOBRE INVENTARIO,B&S,METODO,BCM,B&S
